DSP_1005580000422_D_A02.dcc	DSP_1005580000422_D_A03.dcc	DSP_1005580000422_D_A08.dcc	DSP_1005580000422_D_A09.dcc	DSP_1005580000422_D_A10.dcc	DSP_1005580000422_D_A11.dcc	DSP_1005580000422_D_A12.dcc	DSP_1005580000422_D_B01.dcc	DSP_1005580000422_D_B06.dcc	DSP_1005580000422_D_B07.dcc	DSP_1005580000422_D_B08.dcc	DSP_1005580000422_D_B09.dcc	DSP_1005580000422_D_B10.dcc	DSP_1005580000422_D_B11.dcc	DSP_1005580000422_D_B12.dcc	DSP_1005580000422_D_C01.dcc	DSP_1005580000422_D_C04.dcc	DSP_1005580000422_D_C05.dcc	DSP_1005580000422_D_C06.dcc	DSP_1005580000422_D_C07.dcc	DSP_1005580000422_D_C10.dcc	DSP_1005580000422_D_C11.dcc	DSP_1005580000422_D_C12.dcc	DSP_1005580000422_D_D01.dcc	DSP_1005580000422_D_D04.dcc	DSP_1005580000422_D_D05.dcc	DSP_1005580000422_D_D08.dcc	DSP_1005580000422_D_D09.dcc	DSP_1005580000422_D_D10.dcc	DSP_1005580000422_D_D11.dcc	DSP_1005580000422_D_D12.dcc	DSP_1005580000422_D_E01.dcc
Purg	3	14	5	20	4	16	6	20	7	18	8	23	3	15	7	17	20	23	11	19	13	28	7	12	10	27	8	32	8	20	21	44
Pus1	2	2	6	13	3	4	5	5	5	6	2	18	4	5	3	6	8	7	6	9	6	7	4	2	5	9	10	21	8	12	7	18
Pus10	2	5	3	5	3	2	4	10	2	4	5	11	2	2	2	4	1	5	2	3	2	8	1	5	0	1	2	3	3	3	3	8
Pus3	3	11	5	13	2	4	7	14	4	16	8	9	4	13	7	6	1	2	3	5	2	4	1	3	2	7	2	4	1	5	5	11
Pus7	4	9	3	13	10	14	4	11	5	15	6	12	7	4	3	12	0	3	4	7	0	7	2	4	5	3	4	5	2	1	0	9
Pus7l	4	2	0	8	5	2	1	2	3	10	3	5	4	6	0	8	3	2	3	2	2	2	1	0	1	1	0	4	0	2	0	9
Pusl1	4	5	3	8	5	5	5	5	2	12	1	9	1	10	2	13	3	12	6	5	2	3	1	9	10	1	4	13	2	5	2	11
Pvr	3	16	5	18	5	14	8	12	6	14	4	18	7	19	0	14	0	2	3	2	5	4	0	3	3	3	4	5	6	2	6	6
Pvrig	4	5	6	14	2	4	7	11	5	12	4	10	6	9	3	4	1	5	3	1	2	3	0	1	5	0	3	2	2	0	2	5
Pwp1	7	13	8	16	5	8	9	12	6	15	9	19	10	11	6	9	2	5	9	3	3	5	4	4	2	7	2	17	3	9	10	11
Pwp2	1	4	3	9	2	2	4	8	0	5	5	8	3	6	5	2	2	3	9	5	2	5	6	5	3	3	0	6	4	5	1	10
Pwwp2a	2	8	4	7	2	7	10	12	2	8	3	15	0	14	2	9	1	5	3	7	3	4	1	2	2	1	2	3	2	0	3	3
Pwwp2b	1	6	9	7	1	10	3	7	0	10	4	11	1	6	2	6	6	8	6	4	3	6	2	7	3	1	6	11	9	3	8	8
Pwwp3a	3	13	4	20	1	5	8	8	6	9	6	18	8	12	5	7	2	8	4	7	7	5	4	9	2	10	6	11	2	8	6	14
Pwwp3b	4	5	6	14	5	6	6	17	5	16	3	14	4	8	3	10	7	1	8	4	6	3	4	1	4	4	9	4	9	0	8	9
Pxdc1	6	14	9	19	1	9	7	13	6	13	9	21	7	9	3	14	0	1	4	2	2	0	2	1	0	5	2	6	1	3	3	9
Pxdn	5	5	7	14	2	6	3	5	5	10	5	18	2	14	4	5	8	5	6	3	3	11	5	4	11	4	5	9	7	2	4	8
Pxk	8	10	8	18	5	11	4	7	11	21	8	18	6	11	8	8	25	21	28	24	27	25	17	28	23	23	22	33	32	24	30	46
Pxmp2	7	9	2	10	3	11	4	10	4	11	3	15	3	8	4	9	6	1	0	2	2	1	6	2	6	2	4	8	2	0	3	7
Pxmp4	1	9	7	17	5	14	7	15	8	18	2	24	4	10	2	6	10	3	9	8	4	7	6	7	5	7	10	9	2	6	7	12
Pxn	4	11	9	14	2	7	7	16	4	21	8	18	11	10	7	21	0	4	7	9	2	7	2	8	7	4	1	6	2	4	4	12
Pxt1	2	15	6	15	6	6	9	9	2	14	10	16	8	8	5	8	2	1	1	2	3	10	2	1	2	1	3	3	1	0	2	6
Pxylp1	2	6	2	6	4	5	4	6	3	7	5	8	4	5	1	12	4	4	4	1	2	0	5	3	4	3	2	6	0	1	3	2
Pycard	4	6	3	8	4	7	3	11	6	6	4	12	2	7	5	7	2	3	1	2	2	2	1	1	4	2	2	4	3	3	5	6
Pycr1	4	7	5	11	2	8	6	11	6	20	2	22	3	11	3	8	1	0	4	5	1	1	5	2	4	1	2	5	3	2	1	8
Pycr2	5	12	5	18	4	9	8	11	5	13	6	18	4	7	8	10	6	5	6	11	8	11	2	9	7	4	5	14	1	3	5	16
Pycrl	3	10	6	14	2	10	7	8	7	14	6	17	8	17	3	10	9	3	6	3	5	8	3	3	4	3	6	8	8	4	6	7
Pygb	6	15	8	24	4	15	7	21	10	20	5	30	10	17	6	11	94	58	121	55	92	48	65	46	98	43	79	87	114	54	114	110
Pygl	7	9	2	18	1	12	6	17	12	17	2	18	8	20	3	10	1	3	4	2	6	4	1	3	3	2	6	4	3	0	6	2
Pygm	6	12	10	14	6	12	3	13	7	16	3	24	4	10	1	9	7	5	10	7	8	7	8	5	8	5	5	10	5	2	6	3
Pygo1	1	5	10	10	3	6	4	12	6	18	0	13	5	7	5	6	4	10	4	11	7	14	4	5	3	6	5	23	3	10	6	16
Pygo2	4	13	4	13	6	6	10	14	5	19	3	14	3	8	6	12	12	10	17	8	11	17	9	9	8	11	12	16	12	11	15	20
Pym1	4	11	6	22	5	11	2	15	8	16	8	31	1	10	4	10	6	11	13	7	4	12	6	9	9	5	5	11	7	4	6	14
Pyroxd1	6	11	5	11	5	8	3	10	5	15	5	20	4	8	6	11	8	6	3	3	2	7	8	7	3	6	7	6	2	5	6	3
Pyroxd2	3	4	3	13	2	4	9	11	2	12	7	11	4	9	4	8	2	6	5	1	3	1	1	1	1	2	2	5	2	3	1	5
Pyurf	4	2	6	7	1	7	2	7	3	5	3	16	4	3	3	9	7	12	9	11	8	19	4	5	2	5	7	11	9	5	8	13
Pyy	1	8	2	7	4	3	4	8	3	9	3	12	3	10	2	7	1	0	0	1	0	5	1	5	1	0	0	0	2	2	0	5
Pzp	2	6	3	13	3	8	9	15	10	14	0	19	3	7	3	6	2	4	6	3	0	5	1	3	0	3	4	3	3	2	2	4
Qars	1	5	6	12	3	8	9	16	8	14	5	16	2	6	4	9	10	11	6	9	3	13	4	12	9	8	5	22	7	9	7	20
Qdpr	9	14	10	15	6	12	5	14	6	17	5	26	5	12	8	12	39	22	21	30	32	29	14	16	14	31	38	54	22	12	35	53
Qk	31	120	47	165	28	102	32	155	39	167	21	211	17	104	16	95	56	50	70	71	56	52	30	40	65	92	62	90	79	29	80	117
Qpct	1	6	4	5	7	6	4	5	3	12	4	10	6	10	4	6	6	5	4	2	6	1	4	3	5	3	2	6	5	3	9	12
Qpctl	4	6	5	13	3	5	5	9	6	12	3	8	5	14	3	11	4	5	4	4	2	1	6	3	2	6	0	10	0	2	4	5
Qprt	2	4	4	8	3	4	4	13	4	4	4	17	4	4	1	10	2	3	3	6	2	4	1	1	5	3	1	7	1	3	4	5
Qrfp	7	2	14	14	8	6	13	10	7	16	8	31	4	15	12	7	0	5	9	3	5	7	2	1	2	3	2	5	5	1	8	6
Qrfpr	5	9	5	18	2	10	9	18	3	16	4	15	4	12	4	8	5	1	1	2	3	1	2	2	2	2	1	5	1	0	2	8
Qrfprl	3	3	6	14	3	11	6	13	5	15	8	23	3	25	6	5	1	4	2	3	1	4	2	3	1	4	2	5	1	2	4	5
Qrich1	4	5	7	9	3	6	7	18	7	20	7	20	3	12	5	11	12	23	18	24	9	24	15	12	16	20	23	50	13	20	19	37
Qrich2	3	4	7	11	3	4	5	12	4	12	6	20	5	7	1	4	1	1	0	1	1	6	4	0	3	1	2	5	1	1	1	2
Qrsl1	7	9	5	13	8	10	6	20	8	21	1	21	8	13	4	17	4	12	7	9	7	6	3	8	5	5	5	14	5	10	9	23
Qser1	4	11	4	25	1	9	7	7	5	12	3	17	6	9	2	5	5	10	8	4	1	12	6	5	6	8	2	7	5	5	1	12
Qsox1	2	7	3	4	2	4	7	6	4	5	4	11	2	6	6	10	4	3	12	7	6	7	8	4	8	7	5	9	6	4	7	12
Qsox2	5	12	8	13	4	5	5	9	7	6	4	20	4	9	2	10	8	5	11	9	4	4	3	5	5	4	6	5	3	4	6	11
Qtrt1	2	4	5	4	1	6	12	4	2	11	5	9	3	4	1	7	2	1	4	5	4	4	4	4	2	5	3	11	1	2	5	12
Qtrt2	3	7	8	11	6	6	3	10	5	23	6	19	7	8	4	8	0	7	3	7	2	4	2	4	5	4	4	13	4	5	3	10
R3hcc1	5	16	7	15	3	10	9	15	4	16	6	20	8	20	6	9	8	11	7	11	7	13	6	12	14	16	10	16	7	7	9	17
R3hcc1l	0	6	12	8	3	3	9	11	6	12	8	12	6	15	0	9	5	5	3	10	9	6	8	4	4	3	3	8	5	3	6	9
R3hdm1	4	8	3	14	5	7	8	5	3	17	9	20	3	15	4	9	16	25	19	14	20	25	13	24	21	22	10	20	20	15	16	35
R3hdm2	5	14	8	22	6	12	7	16	11	24	6	27	3	10	8	14	25	45	18	37	18	54	15	29	17	26	18	61	15	41	24	64
R3hdm4	3	12	3	18	3	12	14	12	4	27	7	36	5	18	9	10	14	22	12	14	10	20	10	14	15	12	16	33	13	15	9	30
R3hdml	4	5	8	15	3	5	6	11	7	15	3	17	9	5	5	7	1	4	2	5	1	3	3	0	3	5	3	2	0	1	1	2
Rab10	1	11	10	17	5	14	8	14	8	17	5	33	6	18	5	15	29	20	27	26	23	35	19	28	14	21	28	53	29	19	42	55
Rab11a	7	12	5	10	2	7	4	15	7	13	6	18	3	5	4	10	76	67	81	47	63	60	40	34	50	54	59	101	81	56	97	94
Rab11b	4	25	5	26	7	11	10	30	6	30	8	35	11	14	4	20	58	79	48	67	45	72	18	52	33	40	22	75	81	59	63	136
Rab11fip1	2	8	5	20	4	15	12	12	4	15	4	22	5	12	8	9	3	5	8	2	4	11	3	1	7	2	6	4	5	2	5	10
Rab11fip2	4	9	9	17	4	9	5	12	7	8	3	9	3	10	4	13	7	5	5	7	7	8	6	1	5	6	5	11	4	4	2	8
Rab11fip3	2	8	4	15	3	5	5	8	3	17	9	16	3	14	0	12	11	15	26	24	18	20	15	20	13	16	15	39	17	13	15	37
Rab11fip4	2	8	10	11	1	4	6	8	1	12	3	10	5	13	2	6	38	34	26	30	25	34	13	30	29	23	40	49	30	41	43	47
Rab11fip5	5	9	9	21	4	9	9	13	6	17	2	15	4	10	2	11	45	53	49	49	50	56	30	48	34	38	51	79	41	56	57	84
Rab12	5	12	5	14	10	12	16	14	11	18	13	24	5	14	5	15	12	36	18	29	14	31	10	16	19	24	11	48	16	31	21	46
Rab13	10	4	5	8	5	6	7	11	8	19	6	14	5	2	3	19	4	1	3	3	2	5	2	6	5	2	2	10	3	1	4	4
Rab14	7	17	8	27	6	11	6	16	14	22	6	28	7	16	3	20	39	53	59	55	40	68	30	48	39	28	26	86	66	55	49	116
Rab15	4	5	4	6	3	6	3	15	4	16	8	10	2	9	1	8	13	23	10	20	8	26	4	15	4	24	10	19	9	16	8	34
Rab17	2	4	4	11	1	8	3	10	3	13	6	19	4	8	3	12	1	0	2	2	4	3	3	1	4	3	5	0	2	2	4	5
Rab18	7	8	9	19	5	10	9	16	5	14	9	17	5	13	6	12	19	11	18	18	17	23	10	18	13	14	18	28	18	11	26	35
Rab19	3	3	1	11	5	6	3	6	3	3	2	8	2	11	1	4	0	1	1	2	0	2	0	1	1	3	2	0	0	2	3	2
Rab1a	2	3	9	29	3	6	10	19	7	9	2	14	4	4	3	7	46	57	64	43	41	57	31	39	42	35	39	75	36	47	73	73
Rab1b	3	4	6	22	3	7	10	10	4	28	8	22	2	12	5	6	17	19	30	21	21	26	11	12	15	17	12	35	16	13	15	44
Rab20	4	10	3	10	2	8	9	12	9	6	4	16	6	15	6	11	5	2	1	2	2	3	2	2	2	3	7	5	3	1	1	4
Rab21	0	7	0	18	2	6	9	16	3	13	1	17	5	7	2	9	22	20	19	16	17	15	6	11	13	13	15	26	15	12	26	28
Rab22a	4	10	4	11	5	6	4	7	2	17	1	18	2	13	4	8	16	11	14	7	10	15	8	7	8	9	10	20	15	9	14	17
Rab23	4	6	12	11	1	7	5	11	5	11	3	16	0	11	2	8	3	9	10	7	10	6	4	6	2	5	4	11	6	9	5	19
Rab24	5	18	2	24	5	13	2	18	9	19	7	19	3	13	7	7	33	45	45	38	35	47	24	32	40	24	27	56	35	41	45	84
Rab25	1	7	5	4	4	8	10	6	8	17	0	15	5	7	4	8	1	1	2	1	0	3	1	4	0	2	4	2	0	0	3	2
Rab26	2	4	10	10	6	8	8	10	5	15	3	19	5	10	1	14	7	6	4	3	3	6	4	6	5	5	4	4	5	6	9	9
Rab27a	4	5	5	9	3	3	5	15	3	12	3	11	3	7	8	2	6	3	6	7	5	11	1	7	4	6	9	9	4	4	4	13
Rab27b	2	7	5	12	3	5	2	6	5	13	5	8	2	7	3	12	7	6	6	8	7	8	2	6	5	2	3	10	1	6	3	7
Rab28	6	17	5	22	5	14	8	13	7	22	4	25	3	16	3	13	22	28	23	22	14	30	10	12	13	24	18	38	24	21	20	38
Rab29	3	1	7	11	3	5	4	9	5	10	2	3	5	8	1	3	3	1	2	2	0	6	2	2	2	6	2	2	5	4	2	5
Rab2a	4	12	7	18	3	5	6	11	6	20	7	32	2	19	5	11	81	73	48	70	60	69	36	61	58	57	71	90	76	42	88	97
Rab2b	3	11	7	12	3	15	7	10	6	21	10	27	6	40	2	20	11	21	13	7	13	8	3	14	11	10	5	20	14	17	9	15
Rab30	2	8	3	8	4	5	5	8	4	8	3	9	5	12	0	4	22	11	19	17	18	12	8	15	13	14	12	23	20	25	16	27
Rab31	5	11	6	11	2	8	10	15	6	13	4	26	2	10	7	14	7	9	7	12	8	3	2	6	6	8	3	14	5	2	4	14
Rab32	8	4	13	15	5	5	4	16	3	13	2	18	8	6	3	5	3	2	3	3	3	4	1	2	1	2	2	6	0	7	1	15
Rab33a	4	14	7	10	2	9	4	5	9	15	3	7	3	7	1	13	7	8	5	7	8	7	3	8	6	6	8	9	7	5	13	11
Rab33b	10	16	7	16	4	4	9	12	4	12	12	15	5	8	0	11	6	3	3	7	5	4	1	6	5	6	5	11	3	6	8	19
Rab34	3	5	10	17	1	4	6	12	9	14	6	17	7	5	2	5	3	0	4	0	1	2	4	4	4	3	5	5	3	1	4	7
Rab35	4	9	7	11	1	10	6	15	4	17	5	19	3	6	3	7	13	22	10	13	12	16	8	16	13	20	11	30	18	16	16	31
Rab36	7	8	7	11	4	4	8	3	5	10	8	20	4	7	2	11	6	7	9	10	2	14	1	4	3	5	3	14	3	5	4	12
Rab37	0	2	3	8	2	7	3	5	2	8	3	16	3	15	2	6	7	3	6	6	5	7	0	6	1	2	4	11	2	6	6	6
Rab38	3	6	7	16	2	6	7	9	3	15	6	19	8	20	4	13	1	4	2	1	3	4	3	6	3	1	3	5	3	2	6	3
Rab39	2	3	5	13	4	6	5	9	5	10	3	15	2	8	3	4	5	2	11	2	4	4	6	3	4	4	5	9	5	1	9	7
Rab39b	7	19	8	15	6	14	8	12	8	17	7	21	4	17	6	15	23	25	21	19	25	26	13	11	20	15	15	20	22	17	30	28
Rab3a	1	12	6	8	4	5	4	14	6	10	6	19	5	11	2	12	257	280	245	290	209	286	123	233	156	204	197	410	247	257	269	485
Rab3b	5	10	4	11	2	11	11	9	11	16	5	23	2	15	3	11	41	0	50	3	36	4	23	2	30	2	40	8	38	3	71	4
Rab3c	2	11	3	7	2	11	8	7	3	13	5	9	2	11	3	8	19	25	9	16	12	31	13	19	7	19	8	25	9	19	14	27
Rab3d	4	4	13	10	3	11	2	13	5	10	4	18	2	5	2	7	6	1	10	2	4	1	9	3	5	1	6	4	5	2	5	1
Rab3gap1	4	8	2	5	2	5	5	15	3	21	5	14	5	9	5	10	8	9	5	13	9	17	3	6	8	17	14	26	9	9	19	16
Rab3gap2	1	6	3	9	5	7	5	12	2	14	5	25	2	10	3	10	29	15	31	19	23	13	11	20	15	16	20	30	18	12	26	24
Rab3il1	3	5	1	8	1	6	3	11	6	19	2	3	2	6	2	6	4	5	3	3	3	10	5	1	1	2	3	12	4	3	4	7
Rab3ip	3	16	7	21	4	11	4	11	7	20	9	13	5	12	2	12	16	5	8	8	16	5	7	11	10	6	8	19	10	7	16	16
Rab40b	5	7	3	12	6	7	8	18	7	13	5	13	1	15	6	10	0	2	1	3	2	0	1	1	0	2	5	1	1	1	4	2
Rab40c	7	16	9	16	3	15	10	8	9	16	5	19	3	14	8	11	6	8	13	5	5	11	4	12	12	8	5	20	6	9	5	14
Rab42	3	8	8	24	7	9	13	17	3	20	5	21	6	12	5	4	2	3	1	2	2	1	1	2	1	1	2	3	2	3	7	11
Rab43	2	8	6	11	4	5	3	10	1	15	3	10	2	7	5	10	2	3	6	4	6	3	2	5	3	4	3	9	5	5	2	8
Rab44	3	5	3	10	4	6	5	14	6	16	7	16	4	13	6	6	1	1	5	2	2	2	3	2	1	2	4	4	1	2	2	3
Rab4a	4	7	10	10	6	8	7	13	4	11	4	13	3	10	5	6	11	23	11	13	12	16	3	13	13	15	14	24	9	8	14	28
Rab4b	5	10	8	18	3	9	7	15	3	20	12	16	8	21	2	13	25	23	25	24	15	23	20	16	16	21	25	42	25	18	31	43
Rab5a	7	7	7	22	5	15	9	21	6	27	9	28	3	14	4	15	63	56	41	56	44	61	23	47	37	45	40	78	55	42	55	55
Rab5b	4	22	10	21	4	13	20	12	8	23	9	22	8	10	7	15	31	36	19	32	21	32	18	23	15	27	16	56	17	33	23	46
Rab5c	3	8	8	27	5	9	2	17	8	13	8	26	1	14	3	10	31	24	33	24	30	28	13	21	20	13	24	34	30	19	27	21
Rab5if	3	10	3	15	6	10	9	19	4	21	4	13	5	10	9	10	18	13	15	16	14	28	9	10	12	11	11	35	14	24	28	28
Rab6a	8	8	8	27	3	13	8	28	16	19	8	34	11	26	12	18	50	49	71	50	58	73	29	64	46	47	44	148	48	41	76	106
Rab6b	9	13	11	30	3	13	16	24	10	22	11	27	2	18	4	16	124	127	133	115	121	137	63	98	103	84	119	172	146	109	154	183
Rab7	10	18	16	39	9	22	12	39	16	47	13	58	10	33	4	32	106	86	91	60	70	65	39	45	51	61	65	107	88	58	100	118
Rab7b	1	6	7	12	5	6	8	12	6	12	2	15	1	12	1	4	1	3	3	2	2	0	2	3	2	0	0	6	4	0	5	4
Rab8a	1	6	5	10	6	6	5	6	4	13	4	13	4	7	6	8	7	6	3	8	4	12	8	4	5	4	4	11	5	4	9	12
Rab8b	6	14	7	14	2	10	4	18	7	16	8	15	4	11	4	12	5	5	6	7	0	4	3	4	1	8	4	13	13	5	11	4
Rab9	5	3	5	13	3	4	8	7	4	15	2	9	2	5	0	7	9	8	14	9	11	8	5	4	4	11	5	16	11	8	7	14
Rab9b	4	8	5	10	4	11	2	10	7	14	4	13	4	11	5	13	14	6	10	10	15	15	7	12	15	6	14	25	10	12	9	26
Rabac1	4	20	12	23	4	17	12	28	12	33	7	33	5	22	6	12	79	84	109	76	94	96	41	61	56	78	60	134	92	66	93	170
Rabep1	4	13	10	25	4	15	3	9	8	20	5	19	2	12	3	10	26	24	24	24	16	21	15	23	14	22	14	33	12	25	24	41
Rabep2	5	3	8	16	1	8	8	9	3	11	5	19	6	11	5	8	3	6	11	2	5	8	3	8	3	8	6	9	3	3	9	13
Rabepk	7	11	6	14	7	10	11	19	4	14	5	24	10	19	7	12	6	12	8	11	4	9	4	10	7	7	7	15	6	4	6	21
Rabgap1	5	10	4	4	3	3	6	16	9	16	4	10	4	14	2	8	13	13	22	18	12	24	11	14	12	19	14	36	17	15	10	21
Rabgap1l	8	11	9	15	9	9	9	18	4	15	8	17	9	16	3	9	10	19	20	10	9	24	9	11	4	19	15	28	23	13	11	35
Rabgef1	2	7	2	16	8	14	4	9	9	16	3	15	3	5	5	8	8	11	10	12	7	13	10	16	8	9	11	21	15	8	15	28
Rabggta	0	4	8	10	6	8	7	15	1	13	5	16	0	3	4	5	1	11	8	9	4	14	3	7	7	2	8	16	4	2	5	15
Rabggtb	3	6	4	18	1	8	3	12	1	11	3	10	5	11	3	12	5	11	12	7	11	9	3	6	7	13	12	15	15	9	14	21
Rabif	6	12	5	16	6	5	6	10	11	16	4	19	4	9	4	12	7	8	7	6	6	8	5	9	7	13	10	15	9	3	12	17
Rabl2	2	5	4	18	3	6	6	7	6	22	7	17	5	11	4	7	7	9	6	8	7	6	9	12	5	8	4	14	9	5	8	18
Rabl3	6	7	1	11	5	9	5	8	4	15	5	20	4	7	6	12	5	5	6	10	2	3	5	1	3	5	6	4	9	7	8	8
Rabl6	3	10	11	27	3	11	9	19	13	15	7	18	6	23	8	17	15	22	14	24	21	33	11	19	16	30	27	39	18	23	27	53
Rac1	8	22	17	29	6	18	11	30	11	34	4	34	8	23	4	14	44	33	55	29	44	38	34	31	27	27	33	60	39	16	34	55
Rac2	5	7	5	12	1	6	9	13	11	8	6	16	7	11	1	5	1	1	2	0	2	0	0	1	6	1	1	4	3	3	2	5
Rac3	5	10	3	11	1	12	4	8	6	12	3	14	1	14	4	5	11	12	7	8	8	14	12	1	6	1	5	15	12	8	7	13
Racgap1	3	6	3	8	4	9	5	11	5	7	3	16	6	6	4	9	1	1	6	3	4	3	0	2	1	4	5	7	0	1	1	4
Rack1	2	19	9	24	7	11	8	22	7	28	7	29	8	15	5	7	22	27	24	31	17	33	14	34	14	28	18	49	29	23	29	46
Rad1	6	8	9	17	7	5	8	12	14	22	8	22	5	11	6	17	4	4	7	5	7	7	3	5	9	5	4	14	5	5	4	11
Rad17	8	13	10	10	8	9	9	11	6	14	2	12	10	9	3	8	3	3	3	4	8	7	4	3	6	3	7	9	6	5	4	7
Rad18	5	11	4	17	3	9	3	10	4	24	3	14	2	8	6	9	4	3	10	6	3	12	4	4	2	2	2	6	6	3	2	14
Rad21	5	9	4	12	1	7	7	16	3	15	7	18	4	4	2	11	1	2	7	6	4	3	3	3	3	5	9	16	6	3	5	11
Rad21l	6	6	6	5	4	8	7	9	6	11	6	16	2	4	2	5	1	1	4	4	3	2	2	2	2	3	2	1	1	2	2	3
Rad23a	0	9	2	17	2	4	5	11	5	13	1	27	4	14	5	17	10	10	7	23	17	16	4	12	14	9	9	19	10	12	11	29
Rad23b	4	9	5	13	5	14	8	16	9	17	6	13	6	9	1	7	45	38	46	30	50	56	21	32	28	26	38	69	47	40	36	68
Rad50	6	12	9	16	2	6	3	7	2	19	7	19	8	13	8	10	5	6	7	4	6	13	5	4	8	6	7	7	3	2	4	11
Rad51	7	10	2	10	3	9	5	10	6	17	5	12	2	8	6	10	2	1	3	3	0	4	4	3	2	3	4	6	1	3	1	8
Rad51ap1	3	2	1	4	3	6	2	12	3	15	1	15	2	9	2	12	1	3	3	2	1	4	3	1	1	2	3	7	2	1	1	9
Rad51ap2	9	10	7	18	3	6	2	12	5	16	6	16	3	10	8	11	3	2	3	3	2	2	4	1	2	4	5	2	1	2	2	2
Rad51b	4	13	11	10	3	3	9	9	5	14	6	15	6	15	5	8	3	3	5	1	1	3	2	4	3	3	2	3	1	3	1	7
Rad51c	4	6	3	15	5	9	10	23	5	14	8	16	7	10	4	7	3	8	4	6	3	3	1	1	2	4	5	2	2	6	2	7
Rad51d	4	12	7	17	5	16	11	17	8	14	8	20	2	12	3	16	4	9	11	12	11	6	5	6	10	8	3	12	8	15	6	18
Rad52	6	10	6	10	7	10	2	7	5	23	3	26	5	10	5	7	1	5	4	5	5	3	3	3	2	4	1	5	6	4	5	7
Rad54b	7	6	9	8	2	10	6	14	7	19	7	27	3	9	8	13	0	2	6	0	3	3	1	1	1	3	6	9	2	3	2	1
Rad54l	5	9	13	7	3	12	2	12	9	22	9	17	7	12	3	12	1	3	3	5	5	3	2	1	2	3	3	7	3	1	1	6
Rad54l2	5	2	8	19	4	7	3	6	7	12	5	17	7	13	4	13	5	5	3	3	3	10	4	4	2	4	4	13	3	2	3	12
Rad9a	5	15	8	15	4	14	3	14	7	16	7	15	3	8	2	5	3	3	2	7	5	6	3	2	5	11	4	10	3	8	5	8
Rad9b	1	6	7	7	4	9	7	14	5	20	7	8	1	12	2	9	5	3	6	5	5	1	2	1	4	1	3	6	1	1	0	8
Radil	3	15	10	17	9	10	6	15	5	19	6	27	14	11	8	8	3	8	2	3	6	4	2	4	3	5	4	7	1	2	6	5
Radx	6	12	6	13	3	6	6	12	4	13	4	14	5	13	6	12	0	2	4	1	3	0	0	2	3	0	4	7	2	2	1	4
Rae1	3	9	7	19	4	7	8	8	5	18	8	7	5	11	5	8	5	15	9	5	8	11	10	9	2	5	8	14	5	11	9	13
Raet1a	6	6	6	9	6	12	10	11	8	19	2	15	6	17	3	7	2	1	3	3	0	1	2	2	1	1	4	8	1	0	3	4
Raet1d	3	16	7	23	10	12	5	16	9	28	7	26	6	12	4	5	3	4	5	3	1	9	1	7	5	3	5	7	1	0	1	2
Raet1e	3	12	17	18	6	12	7	11	5	24	4	22	4	14	1	13	1	3	1	5	1	5	3	2	5	3	4	2	3	1	6	5
Raf1	6	19	9	24	5	13	9	18	6	19	9	28	4	19	6	13	25	25	20	20	10	28	8	17	14	20	15	27	16	24	21	35
Rag1	4	6	8	11	4	11	3	10	5	7	1	15	3	9	3	7	3	1	1	0	2	2	1	3	0	1	1	2	2	1	0	6
Rag2	11	18	3	30	13	13	8	26	15	30	6	30	12	27	3	20	3	2	2	5	3	3	4	4	7	4	5	6	3	2	7	5
Rai1	2	10	8	17	5	9	14	24	11	12	6	34	6	12	2	11	19	20	19	22	17	19	7	21	10	14	13	36	13	16	7	33
Rai14	10	17	7	28	7	15	16	33	9	32	11	33	9	19	9	15	0	1	6	5	3	3	5	2	7	4	7	5	6	3	9	9
Rai2	4	8	6	12	4	9	6	9	6	14	6	20	3	11	3	13	2	3	4	4	3	7	5	5	5	5	4	5	2	5	5	8
Rala	7	3	9	18	8	16	11	19	7	25	9	20	7	19	14	13	20	13	22	9	13	17	9	13	18	21	24	28	18	19	15	32
Ralb	11	15	8	16	7	12	8	31	8	21	6	32	3	27	1	18	8	14	15	11	13	12	7	11	16	14	11	20	14	11	16	15
Ralbp1	3	15	13	25	8	13	8	23	15	26	4	31	7	31	6	23	7	11	19	13	18	13	8	8	8	20	15	22	18	10	18	27
Ralgapa1	4	9	5	18	6	7	8	9	5	14	6	28	3	12	3	8	19	30	22	36	27	30	7	23	13	21	19	39	22	26	15	38
Ralgapa2	6	11	5	13	6	9	6	17	6	16	15	26	4	15	5	15	7	7	6	6	5	9	7	7	6	11	11	18	6	10	15	17
Ralgapb	4	14	9	16	6	7	8	12	5	17	5	14	6	15	6	14	12	11	14	16	6	12	11	12	6	9	7	17	7	9	11	14
Ralgds	7	6	5	9	2	11	6	15	6	16	4	13	5	15	3	10	7	11	13	13	10	9	2	3	13	9	6	10	9	7	7	16
Ralgps1	6	9	8	12	5	8	4	12	8	15	12	18	2	10	2	10	4	7	6	6	8	15	4	9	6	7	2	18	2	6	5	15
Ralgps2	9	9	9	22	5	12	9	27	11	18	9	33	6	25	10	18	11	13	8	5	9	14	12	5	9	5	12	14	9	4	8	17
Raly	6	21	14	30	7	18	5	20	9	26	6	37	7	25	9	16	21	21	15	25	19	18	12	14	12	9	9	25	28	19	29	35
Ralyl	2	2	3	10	2	12	8	9	4	12	6	7	4	10	2	7	7	9	7	12	10	10	3	9	6	11	5	12	7	6	8	23
